0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
m_neutral,-0.5042811,-0.4273646,-0.5195569,-0.62985873,-0.62985873,-0.51991343,-0.62985873,-0.55620253,-0.60510564,-0.59248936,-0.39464855,-0.3414216,-0.5826074,-0.62985873,-0.62985873,-0.6020439,-0.38520873,-0.45689386,-0.22195342,-0.39993006,-0.62985873,-0.62985873,-0.59751135,-0.29523042,-0.554183,-0.32710785,-0.40230078,-0.20732903,0.08991549,-0.1580356,0.37907442,0.5301285,0.37006643,-0.3086889,0.32919723,0.12316072,-0.37701768,0.032740057,0.0038808435,0.09984037,-0.37846887,-0.60763735,-0.47613698,-0.5464584,-0.6032542,-0.35518825,-0.28821892,-0.08839479,-0.048920542,-0.096450984,0.094911434,-0.3592651,-0.08540073,-0.017139554,-0.4696558,-0.18026811,-0.45724595,-0.15639135,0.15256765,-0.05782765,-0.37348813,-0.05632776,-0.24619505,-0.41777265,-0.33961153,-0.38365042,-0.35066497,-0.50248766,-0.62985873,-0.62985873,-0.62985873,-0.5203739,-0.36554748,-0.19091427,-0.14712074,-0.30722022,-0.32592607,-0.08141428,-0.33955687,-0.42883807,-0.26587796,-0.4217847,-0.29282376,-0.39234394,0.07676791,0.1621977,0.15496263,-0.025246441,-0.096232295,-0.17972389,-0.41634893,-0.22887793,-0.10810858,-0.26708317,-0.4073472,-0.4662698,-0.48544168,-0.5026252,-0.4302975,-0.39958245,-0.075814724,-0.13570148,-0.0047148317,-0.18984285,0.16118085,-0.37171525,-0.199839,-0.18628612
f_sad,-0.110982805,-0.10388979,-0.063182116,-0.1145156,-0.112650216,-0.17213354,-0.2254444,-0.1921156,-0.17543533,0.0010588616,0.011522651,-0.20535856,0.45634604,0.24987966,0.18655446,0.30946356,0.34111968,0.5014076,0.64004725,0.50680494,0.53203857,0.5053239,0.5564495,0.41491944,0.6885323,0.80091023,0.43565106,-0.16061226,-0.12189096,-0.09907892,-0.110836476,-0.13507605,-0.09317008,-0.08858308,-0.22286198,-0.20939398,0.31179714,0.4623472,0.30117917,0.9755063,0.90286225,0.3050954,0.28067178,0.48363376,0.70966107,1.1756625,0.9121215,0.4974487,0.80127966,0.56454164,0.6463697,0.25927186,0.46599764,0.20533206,-0.046758324,0.049271494,0.0829289,0.1809119,-0.112656444,-0.01873286,0.16690421,0.012641773,-0.048956648,-0.08399734,0.35941678,0.14489722,-0.25488824,-0.34076214,-0.23141152,0.088798575,-0.14149791,-0.037984416,-0.42757422,-0.2900689,0.048392117,-0.14291278,-0.40258807,-0.3329987,-0.03772752,-0.086259365,0.058114752,-0.07692754,0.0053699464,0.08295722,0.20338058,-0.37785882,-0.1443511,0.068470895,0.043167964,0.032729566,-0.11073485,0.0982288,-0.18474823,0.051866516,0.028400213,-0.116408736,-0.19936487,-0.069821686,-0.16325137,0.15534523,-0.0072245,0.03968042,-0.18669245,0.047228307,0.17092574,0.070091635,0.5536978,0.011350274
f_neutral,-0.10138667,-0.14669478,-0.1275151,-0.15815896,-0.17277515,-0.21226862,-0.24270546,-0.17903852,-0.18277466,-0.14912423,-0.09994644,-0.1579377,-0.15814215,-0.054792345,0.09124353,0.0035122484,-0.1259304,-0.11613989,-0.16736051,-0.06287789,-0.106690794,-0.1600259,-0.18798414,-0.010138869,0.03441657,-0.103642076,-0.34146625,-0.047811195,-0.117561996,-0.0907163,-0.09219691,0.04056084,-0.06931898,0.13776292,0.4534779,0.39794478,0.16234833,0.34077486,0.48153773,-0.17115927,0.1892988,0.20490557,0.245971,0.010654628,0.4474801,0.3380671,0.32380176,0.39539453,0.37259248,0.24353859,0.4873177,0.23732439,0.17057146,-0.08572039,0.15994918,0.10308671,0.16745083,0.21796341,0.27015817,0.22957046,0.48203355,0.93486166,0.8081599,0.7437571,0.6606072,0.6217652,0.19876505,0.6058524,0.58531576,0.7635426,0.61712754,0.783475,0.9505227,0.7573022,0.77286494,0.6325606,0.63903785,0.83706313,0.85943514,0.9546181,0.46277046,0.11857967,0.08727733,0.16078879,0.19371928,0.26273063,0.4049698,0.5216364,0.9879862,0.9207874,0.5777807,0.5807277,0.6643671,0.4586723,0.5247209,0.61372185,0.6305249,0.4558833,0.6674289,0.881873,0.71292454,0.74444777,0.59608054,0.67398024,0.8452079,0.87680054,0.8449521,0.43905357
m_fear,-0.1553294,-0.12441826,-0.24344161,-0.10704443,-0.41390848,-0.11758849,-0.0011652112,-0.18645057,-0.49986172,-0.42658514,-0.62907517,-0.5486243,-0.6224952,-0.47319502,-0.39244115,-0.49569803,-0.23116285,0.07574066,-0.4789492,-0.3456545,0.14102276,-0.15483952,-0.30176535,-0.34301144,-0.3103971,-0.3762244,-0.43630952,0.15210976,-0.12877211,-0.17316005,-0.22298375,-0.15893817,0.28914103,0.18552193,0.015227243,-0.31930608,0.19220024,-0.13842034,-0.21665192,-0.44900352,-0.1638856,0.20050834,0.07356538,0.0734446,0.11656194,0.10807964,0.20402816,0.36805332,-0.034514353,-0.16685405,-0.32078135,-0.29604816,-0.37028503,-0.36685175,1.053349,0.43113542,0.17657821,0.077706955,0.031017244,0.44566724,0.3957246,0.30992526,0.31444058,0.40485272,0.37966853,0.25560984,-0.12102583,0.0298924,0.16404217,0.11022806,0.2848009,0.27839816,0.22244298,0.120144576,0.08928611,-0.0131034255,-0.12682417,-0.25569308,-0.34904838,-0.57328814,-0.4763043,0.42878723,0.14595926,0.13962413,-0.057686016,-0.0708276,0.3214902,0.3703587,0.3003973,0.25505105,0.41904074,0.35072434,0.17206666,0.033935428,-0.00667724,0.027124062,-0.0043536574,0.14988253,0.20029077,0.068006106,0.034221247,0.18361829,0.21093257,0.14580846,-0.020881861,-0.09521812,-0.22638234,-0.25381842
m_neutral,-0.39230567,-0.3156234,-0.4413693,-0.35349852,-0.29099682,-0.4544794,-0.4428501,-0.47990662,-0.62985873,-0.2661942,-0.102306336,-0.29086468,-0.59172064,-0.1761342,0.10459827,-0.35043532,-0.49825484,-0.23355582,0.20382366,-0.35620904,-0.5350247,-0.13382545,0.11420908,-0.23731765,-0.5014029,-0.4190597,-0.41878486,-0.5732345,-0.5940174,-0.62985873,-0.47128552,-0.5600326,-0.2793894,0.051508352,0.011534527,-0.2191698,0.01735358,0.058734164,0.11751346,-0.17463103,-0.09200671,-0.11486131,-0.31685764,0.048901364,-0.04096812,-0.1003432,-0.10537422,0.09482404,0.18338619,0.028842106,-0.21877736,-0.38673353,-0.37398112,-0.35592514,-0.48179471,-0.49570364,-0.4778183,-0.33816153,-0.32165605,-0.07282868,0.12449998,0.19384822,0.1648426,0.10849453,0.16705656,0.13367455,-0.15647691,-0.035060227,0.1151595,0.07843415,0.23634844,0.13384068,0.1546876,0.12605652,0.24127495,-0.05476843,-0.009128198,-0.016810805,-0.20462492,-0.32036573,-0.3626451,-0.38633537,-0.35174775,-0.4314646,-0.33583385,-0.29703352,-0.17889214,0.2160906,0.21722081,0.28323486,0.28800875,0.296185,0.2112644,0.06598184,0.10815845,0.23905249,0.20348361,0.39655182,0.2470083,0.21973078,0.2754259,0.21131489,0.31432566,0.2701233,0.11764158,0.0748284,-0.18815988,-0.29288638
f_fear,0.5090735,0.35436058,0.029220462,0.2011855,0.32737654,0.6869273,1.0633487,0.71662647,0.65126073,0.6512091,0.47676873,1.1403699,0.95572495,0.84996605,1.0883446,1.1649419,0.54412913,0.8535534,1.1781418,1.1800227,0.9552556,0.4575485,0.15410951,0.2049948,0.4111405,0.22054434,-0.06660852,0.75726247,0.65769076,0.84591764,0.3752495,0.6834598,0.45801213,1.3365798,1.3477824,1.1591177,1.2951953,1.286845,0.4063614,1.1605871,1.4942017,1.4937434,1.6049182,1.5630956,0.72142607,0.95357287,1.2165916,1.095232,0.7248908,0.32255128,0.28416938,0.2541941,0.24002214,-0.16735354,0.61634827,0.5487182,0.2998077,0.41949588,0.3239934,-0.23850885,-0.21176308,0.019051597,-0.1939666,-0.34763265,-0.17409006,-0.07916018,-0.24938619,-0.22939688,-0.28063667,-0.02422975,0.013104498,-0.18032825,-0.41788614,0.40968803,0.732935,0.35935003,0.06043181,-0.029851407,0.15035348,-0.008739591,-0.21539667,0.15624458,0.18118626,-0.31479275,0.20504902,0.10460399,0.18690836,0.1614189,-0.2131333,-0.108716816,0.16500513,-0.11526534,-0.045206264,-0.22687143,-0.1611329,-0.45788038,-0.44185662,-0.40444964,-0.24371508,-0.09396413,-0.6056044,-0.5848531,-0.33333594,-0.4815867,-0.17937282,-0.029103294,-0.08106044,-0.22365788
m_surprise,0.10717633,0.005858287,-0.16537794,-0.042031184,-0.016323864,-0.11808571,-0.09049904,-0.1915893,-0.18254116,0.4263537,-0.001437828,-0.007239774,0.18234457,-0.143285,-0.108451486,0.17254567,-0.056848615,-0.29038045,-0.32957262,-0.34287196,-0.30223536,-0.2768679,-0.2301912,-0.16338801,-0.0955542,-0.11881524,-0.21442491,0.12669963,0.10324705,-0.0968239,-0.11830965,-0.118445426,0.24941948,0.7248315,0.4620591,0.35919327,0.32291722,0.43634057,0.70987636,0.31475675,0.5651615,0.3301158,0.4225445,-0.013257369,-0.324737,-0.39738536,-0.54890543,-0.5120267,-0.48597622,-0.522613,-0.48423314,-0.42751253,-0.46918708,-0.43399167,-0.29076275,-0.24812698,-0.30633277,-0.18248147,0.08825006,0.07644826,0.30668804,0.86814934,0.69668967,0.95217204,0.83783984,0.9755589,0.7341019,0.7563431,0.73017097,0.5726073,0.532685,0.049826995,-0.044432774,-0.25747174,-0.40048742,-0.3157491,-0.38331598,-0.39787132,-0.3908472,-0.42516863,-0.41238523,-0.5375316,-0.43361896,-0.40478897,-0.27817968,-0.04257068,-0.45443285,-0.40569586,0.051095143,0.2699464,0.6451576,0.7517045,0.82123727,0.84113955,0.7915431,-0.013557062,-0.25257134,0.47507498,0.04914111,0.055161208,-0.19714433,-0.3247593,-0.248146,-0.33178067,-0.40582043,-0.43649793,-0.46672904,-0.43422407
f_sad,0.02451092,0.014872149,0.05985628,0.10295352,0.14220476,0.23645681,0.29597652,0.29030138,-0.07841092,-0.06787118,-0.28122306,-0.21057424,-0.10541767,-0.06948304,-0.07444355,0.14070715,-0.07749316,-0.20701247,-0.1734722,0.06365797,0.14004776,0.17424501,0.07627633,-0.061781734,-0.1384508,-0.13281265,-0.18224427,0.021718591,0.01658748,0.047309756,0.16255674,0.20755188,0.41390783,0.57261467,0.5424218,0.4445013,0.6430409,0.21835747,0.31793192,0.63163245,0.42849815,0.4072433,0.20578423,0.34903854,0.3364842,0.21146062,0.45780352,0.3064968,0.44505796,0.42765373,0.41978878,0.0971074,-0.048566997,-0.17363209,0.2220887,0.22144002,0.36161417,0.46379104,0.531743,1.0174037,1.431185,1.1642928,1.1102173,0.9909386,0.9154381,0.7006049,0.99184805,0.8150861,0.86863625,0.74374026,0.67754054,0.547714,0.5865395,0.74124604,0.7860279,0.9066676,0.87843895,0.87047637,0.4451689,0.15156946,-0.027485564,0.17589122,0.15957251,0.26220268,0.26185045,0.49436727,0.18122096,0.37178046,0.6596183,0.8970232,1.0109689,0.87743306,0.60675985,0.9655262,0.9521367,0.9381033,0.7031141,0.63432527,0.53649783,0.516488,0.6689259,0.63827205,0.674173,0.71612203,0.73131907,0.4222375,0.15933198,-0.022642553
m_happy,-0.043377712,-0.048084453,-0.022241741,-0.12912977,-0.27632925,0.07497105,-0.37134635,-0.19829565,-0.03667216,-0.2452519,-0.24938905,-0.21788016,-0.31377298,-0.33003312,-0.3433941,-0.49125952,-0.62985873,-0.56367207,-0.4987092,-0.3222803,-0.2736549,-0.27570397,-0.29536065,-0.033166945,-0.064784825,-0.041661784,-0.13663495,0.10309361,0.1299392,0.22521366,0.81528187,1.0202689,0.66074604,0.3182548,0.26186043,0.3281495,0.38597423,0.34203684,0.3899635,0.5006732,-0.18581846,0.14567527,0.11659401,-0.43459117,-0.4508779,-0.52257097,-0.56460625,-0.47991955,-0.4370258,-0.42872065,-0.18714425,-0.21701044,-0.17973885,-0.23263031,0.20426108,0.25664237,0.2945068,0.4469042,0.7192207,0.4266836,-0.11904675,0.086529806,0.10544368,0.04686801,0.056755394,0.05897741,0.25436208,-0.25291717,-0.11298329,-0.39253396,-0.4798571,-0.32894272,-0.34914243,-0.23873267,-0.06568754,-0.11081776,-0.24388018,-0.11870438,-0.15505922,-0.13408124,-0.21284929,0.19516847,0.19502464,0.3702094,0.616691,0.58427477,0.5174062,0.059387535,0.15444516,0.1906035,0.08827207,0.20498218,0.07488747,-0.31692457,-0.29623595,-0.18956462,-0.225889,-0.3860358,-0.34974313,-0.44340944,-0.44667983,-0.35794842,-0.4712553,-0.34404588,-0.15255761,-0.19900739,-0.13766974,-0.2549873
